108.27;10/04/2021 10:51;U;
258.48;10/04/2021 10:56;D;
107.02;10/04/2021 10:56;U;
248.09;10/04/2021 11:01;D;
98.01;10/04/2021 11:01;U;
224.56;10/04/2021 11:06;D;
69.63;10/04/2021 11:06;U;
242.16;10/04/2021 11:11;D;
106.23;10/04/2021 11:11;U;
198.17;10/04/2021 11:16;D;
99.67;10/04/2021 11:16;U;
247.02;10/04/2021 11:21;D;
105.62;10/04/2021 11:21;U;
216.70;10/04/2021 11:26;D;
96.29;10/04/2021 11:26;U;
268.95;10/04/2021 11:31;D;
95.22;10/04/2021 11:31;U;
238.43;10/04/2021 11:36;D;
100.64;10/04/2021 11:36;U;
239.00;10/04/2021 11:41;D;
104.38;10/04/2021 11:41;U;
223.05;10/04/2021 11:46;D;
101.17;10/04/2021 11:46;U;
241.88;10/04/2021 11:51;D;
98.67;10/04/2021 11:51;U;
252.71;10/04/2021 11:56;D;
104.44;10/04/2021 11:56;U;
240.04;10/04/2021 12:01;D;
107.13;10/04/2021 12:01;U;
262.65;10/04/2021 12:06;D;
108.28;10/04/2021 12:06;U;
278.75;10/04/2021 12:11;D;
110.55;10/04/2021 12:11;U;
238.41;10/04/2021 12:16;D;
100.55;10/04/2021 12:16;U;
181.78;10/04/2021 12:21;D;
106.15;10/04/2021 12:21;U;
243.84;10/04/2021 12:26;D;
110.32;10/04/2021 12:26;U;
227.61;10/04/2021 12:31;D;
112.27;10/04/2021 12:31;U;
229.79;10/04/2021 12:36;D;
12.68;10/04/2021 12:36;U;
220.04;10/04/2021 12:41;D;
112.66;10/04/2021 12:41;U;
257.83;10/04/2021 12:46;D;
105.11;10/04/2021 12:46;U;
221.01;10/04/2021 12:51;D;
105.70;10/04/2021 12:51;U;
226.23;10/04/2021 12:56;D;
99.07;10/04/2021 12:56;U;
257.07;10/04/2021 13:01;D;
108.22;10/04/2021 13:01;U;
237.28;10/04/2021 13:06;D;
104.72;10/04/2021 13:06;U;
181.03;10/04/2021 13:11;D;
106.64;10/04/2021 13:11;U;
231.33;10/04/2021 13:16;D;
104.57;10/04/2021 13:16;U;
236.31;10/04/2021 13:21;D;
93.19;10/04/2021 13:21;U;
205.50;10/04/2021 13:26;D;
107.28;10/04/2021 13:26;U;
242.37;10/04/2021 13:31;D;
108.56;10/04/2021 13:31;U;
238.76;10/04/2021 13:36;D;
109.07;10/04/2021 13:36;U;
224.86;10/04/2021 13:41;D;
104.41;10/04/2021 13:41;U;
251.57;10/04/2021 13:46;D;
98.60;10/04/2021 13:46;U;
262.21;10/04/2021 13:51;D;
112.36;10/04/2021 13:51;U;
242.51;10/04/2021 13:56;D;
107.65;10/04/2021 13:56;U;
240.01;10/04/2021 14:01;D;
108.27;10/04/2021 14:01;U;
272.42;10/04/2021 14:06;D;
105.63;10/04/2021 14:06;U;
233.32;10/04/2021 14:11;D;
103.01;10/04/2021 14:11;U;
254.30;10/04/2021 14:16;D;
97.73;10/04/2021 14:16;U;
238.39;10/04/2021 14:21;D;
104.35;10/04/2021 14:21;U;
